ID,traffic_volume
192,1712.5946
193,5811.801
194,3134.7817
195,1920.9215
196,1037.3312
197,1037.3312
198,689.0729
199,424.60916
200,2999.0933
201,5924.835
202,5924.835
203,5956.473
204,5267.485
205,4917.1367
206,2638.8962
207,2912.972
208,5945.73
209,6557.834
210,2280.8242
211,789.0726
212,6214.634
213,4844.293
214,4542.5156
215,5111.2856
216,6083.5195
217,2890.025
218,2754.5095
219,1096.7148
220,586.093
221,435.66156
222,2052.2021
223,3123.672
224,4455.9756
225,4391.2134
226,4360.554
227,2764.8125
228,3198.9631
229,2245.4136
230,1151.5046
231,822.552
232,558.06305
233,392.8352
234,3579.5774
235,3814.0454
236,3845.7625
237,286.02567
238,5647.3643
239,4193.174
240,4645.827
241,3989.9736
242,4641.102
243,5623.371
244,6261.305
245,3107.4968
246,2819.7917
247,2759.131
248,629.065
249,888.13306
250,2800.8547
251,4940.288
252,5139.606
253,6415.7017
254,2053.6404
255,315.14282
256,5750.03
257,5182.2236
258,4989.159
259,2950.2507
260,4981.809
261,5217.924
262,5385.957
263,6302.266
264,3606.4514
265,2654.1262
266,593.3129
267,471.56006
268,3132.1265
269,3568.128
270,2827.6013
271,549.10693
272,957.4188
273,1258.7433
274,3864.7776
275,4272.668
276,3120.612
277,343.92657
278,313.154
279,6427.774
280,5884.8433
281,320.0962
282,6574.8555
283,4645.6787
284,5021.6724
285,2843.7104
286,354.42157
287,2669.9233
288,5301.742
289,5666.212
290,4645.2466
291,1578.2671
292,3184.4458
293,3512.8125
294,3224.5974
295,2614.551
296,807.2192
297,409.77884
298,2540.2346
299,3562.753
300,4018.9807
301,4378.529
302,639.658
303,465.87015
304,329.555
305,332.16125
306,4036.5479
307,4321.157
308,369.12045
309,2447.2847
310,4195.712
311,3757.107
312,5551.0405
313,5877.8486
314,4484.2397
315,4906.545
316,2279.3464
317,1954.2827
318,1219.6505
319,230.42017
320,5748.955
321,5876.4937
322,4343.0654
323,1136.4211
324,357.73703
325,2443.0562
326,4610.967
327,5322.474
328,6264.0205
329,6004.4893
330,385.63184
331,284.2169
332,2445.359
333,5801.5205
334,2766.2705
335,3221.4778
336,1207.7952
337,805.5707
338,3089.084
339,3592.0015
340,4651.4463
341,4939.313
342,4946.266
343,2914.4946
344,783.92786
345,4138.06
346,4205.5273
347,4260.1416
348,2287.2783
349,524.5155
350,356.14923
351,5249.925
352,5616.8555
353,5246.0806
354,2891.7722
355,2562.637
356,568.86176
357,402.40643
358,5800.4395
359,4643.404
360,4703.02
361,4722.4956
362,2807.9546
363,2097.183
364,6290.9707
365,5273.884
366,4950.4355
367,2881.4812
368,2363.6638
369,5673.2515
370,553.2806
371,3477.4646
372,345.04367
373,831.8974
374,925.5952
375,4286.9233
376,4195.7695
377,4283.785
378,4283.785
379,2449.1353
380,1982.5942
381,1029.9612
382,556.3248
383,556.3248
384,5653.1562
385,5922.49
386,573.9792
387,5478.57
388,5478.57
389,5006.935
390,2655.4363
391,615.31476
392,615.31476
393,5560.3745
394,4876.306
395,4418.7295
396,3250.738
397,5417.1514
398,3004.9172
399,4225.8965
400,461.00125
401,461.00125
402,761.6027
403,761.6027
404,1523.4473
405,2464.1375
406,3041.3481
407,3768.3103
408,3783.5344
409,3896.3855
410,3524.6555
411,3524.6555
412,2404.2473
413,2404.2473
414,1542.6908
415,331.27707
416,5496.989
417,1971.5177
418,365.00604
419,5460.992
420,5958.4316
421,6282.248
422,3257.109
423,2832.9849
424,602.00665
425,889.64526
426,5005.8535
427,5303.319
428,5610.5225
429,6014.322
430,4405.9062
431,3153.791
432,1982.3962
433,420.53717
434,2764.0432
435,5777.12
436,4772.5396
437,5888.2886
438,2844.176
439,766.424
440,2603.7676
441,2603.7676
442,5179.487
443,5179.487
444,5010.455
445,5219.214
446,5641.443
447,2746.0771
448,1655.2401
449,544.169
450,366.886
451,4318.957
452,4300.1807
453,1839.932
454,536.8154
455,283.0333
456,949.02985
457,423.66553
458,331.81995
459,958.4057
460,592.65027
461,1126.0562
462,3175.0332
463,3654.7415
464,3381.784
465,247.73973
466,1210.0521
467,2107.1355
468,2726.0254
469,1972.6542
470,5590.969
471,2060.3225
472,1243.8782
473,379.11316
474,4572.6504
475,5413.1123
476,346.03943
477,4412.841
478,5070.5986
479,5429.251
480,3092.426
481,2531.4863
482,1571.7412
483,705.93494
484,514.6886
485,373.25882
486,2678.6567
487,4299.8267
488,4359.8403
489,4394.6997
490,4117.471
491,1081.4427
492,3536.5935
493,2339.5544
494,1400.2534
495,4685.667
496,1925.843
497,1209.4739
498,583.23145
499,1193.8529
500,3024.623
501,3205.2043
502,5007.936
503,3881.4614
504,4426.3755
505,5220.91
506,5220.91
507,283.01962
508,4817.75
509,4109.5156
510,6171.298
511,4438.5117
512,2960.9976
513,1600.3031
514,628.0947
515,392.77798
516,4297.397
517,4551.463
518,5004.575
519,5297.549
520,6021.8364
521,363.74133
522,4233.467
523,1963.8163
524,1096.08
525,3493.6104
526,3905.782
527,3474.8264
528,1464.8033
529,515.3929
530,944.4744
531,4540.5273
532,5386.1743
533,2013.1099
534,1476.1394
535,880.3394
536,4738.9287
537,603.78815
538,360.78918
539,814.2651
540,869.2696
541,271.1248
542,5035.739
543,5569.171
544,3232.6423
545,3232.6423
546,2654.8088
547,1591.8282
548,1045.541
549,1045.541
550,1045.541
551,661.4004
552,517.6808
553,4556.299
554,4220.0244
555,3826.9656
556,3090.6003
557,2734.3838
558,1148.6481
559,3627.8293
560,263.39203
561,4579.403
562,5269.202
563,912.1176
564,755.3101
565,4560.9565
566,3730.4797
567,3843.3933
568,4937.1216
569,5942.6934
570,535.55347
571,2705.5525
572,4589.2803
573,2730.915
574,1838.642
575,6220.0503
576,2939.4282
577,1267.2856
578,433.39755
579,343.45993
580,374.88562
581,807.5242
582,5319.5303
583,4454.1553
584,2115.1208
585,1251.2435
586,4441.862
587,4013.5256
588,3200.4456
589,1674.2705
590,2514.8086
591,3069.9534
592,4245.8267
593,3822.4575
594,1456.3501
595,714.0632
596,2431.8525
597,5359.4053
598,4422.8223
599,5694.397
600,3018.7683
601,246.79242
602,2460.847
603,4897.102
604,4748.3
605,4079.656
606,4609.4087
607,326.4341
608,812.98785
609,5651.678
610,5903.4575
611,3317.4097
612,1273.1805
613,639.0229
614,355.96912
615,269.80594
616,715.8016
617,6080.9575
618,613.34375
619,2079.056
620,3996.2668
621,1380.47
622,835.18256
623,4861.164
624,4617.279
625,6208.04
626,4378.304
627,6386.738
628,3173.2676
629,384.17343
630,5437.1465
631,5051.2744
632,4818.864
633,6427.394
634,2904.555
635,1129.888
636,708.88336
637,365.44504
638,4326.313
639,4556.1865
640,4368.226
641,3117.624
642,2060.8508
643,1108.3616
644,3059.0623
645,3962.444
646,3972.0764
647,1084.6527
648,2562.7847
649,4220.83
650,2168.404
651,1638.5763
652,4913.5503
653,2647.7788
654,978.8629
655,525.8809
656,343.2951
657,2667.679
658,6002.0767
659,5513.6064
660,5432.3403
661,3119.8853
662,1062.195
663,2705.3828
664,4427.627
665,3035.551
666,359.99576
667,385.2813
668,6106.5327
669,4540.282
670,6354.3047
671,3099.903
672,728.55817
673,4547.455
674,3267.3088
675,519.03564
676,1609.539
677,2626.9272
678,2433.2603
679,1885.5929
680,281.10364
681,3898.1553
682,3974.205
683,6019.255
684,2033.0074
685,6208.0195
686,5701.484
687,4141.1274
688,267.25323
689,4683.8
690,3276.5435
691,2285.1277
692,1169.3346
693,298.3587
694,824.71497
695,5135.1284
696,3093.1848
697,3093.1848
698,3125.7148
699,3125.7148
700,1554.641
701,1554.641
702,750.494
703,368.41193
704,2630.2502
705,3039.367
706,1708.7511
707,715.95245
708,1891.533
709,4462.9565
710,4464.089
711,4241.164
712,527.0896
713,1026.1298
714,1752.4988
715,3166.505
716,4072.7349
717,4309.839
718,2375.5876
719,515.0352
720,4814.936
721,3937.1726
722,5501.226
723,2608.4397
724,549.13043
725,5485.852
726,4231.8677
727,5058.9233
728,2754.074
729,2552.681
730,2552.681
731,231.10704
732,5413.3496
733,4414.1025
734,370.7347
735,301.506
736,2886.848
737,4527.0093
738,6647.456
739,343.64133
740,4880.244
741,5534.5444
742,4904.9307
743,4633.197
744,4288.9214
745,4577.1284
746,5571.1206
747,385.13284
748,641.64844
749,2872.6147
750,2872.6147
751,3557.9934
752,4513.4185
753,4040.7146
754,1834.0714
755,351.50006
756,3499.7524
757,334.63406
758,273.00595
759,775.6782
760,2809.0632
761,373.7936
762,2795.0884
763,1290.4583
764,5536.809
765,5536.809
766,6430.507
767,5202.5703
768,4545.8247
769,5852.239
770,6719.968
771,1091.9393
772,385.17148
773,5675.2886
774,3487.726
775,3139.8293
776,5368.295
777,5342.6616
778,5352.588
779,6028.2705
780,1237.4888
781,1261.4698
782,4552.3857
783,2056.709
784,1849.206
785,4320.5747
786,2583.955
787,554.19836
788,2378.8726
789,5142.6187
790,3851.9524
791,4067.6587
792,4427.477
793,5315.301
794,2488.3062
795,1688.0786
796,804.59937
797,3247.5803
798,3247.5803
799,4095.3337
800,2470.4578
801,2470.4578
802,930.08295
803,256.16135
804,810.3064
805,2705.3733
806,5190.3496
807,3370.685
808,1242.108
809,781.73706
810,2529.838
811,5785.807
812,5088.226
813,3241.159
814,779.3394
815,1320.7847
816,5115.421
817,3703.3472
818,2245.9785
819,2245.9785
820,371.8107
821,454.5464
822,454.5464
823,2752.3877
824,2910.4534
825,540.9075
826,351.6639
827,4170.1333
828,1906.3262
829,855.12054
830,2948.7769
831,4996.6235
832,6544.258
833,2150.1335
834,5013.3516
835,5851.1943
836,5897.0005
837,3198.269
838,3763.076
839,5056.006
840,5056.006
841,3592.5703
842,3288.0154
843,290.48773
844,4007.8901
845,2761.752
846,1784.6858
847,358.64584
848,6484.1035
849,4355.5254
850,4355.5254
851,2902.1135
852,1063.2137
853,651.6508
854,364.6193
855,357.85272
856,5598.611
857,4446.0117
858,6460.6333
859,5073.7417
860,5408.713
861,2982.5203
862,766.91437
863,5034.5566
864,3013.537
865,2912.6943
866,1942.4928
867,1208.3335
868,4630.774
869,5153.1865
870,842.8524
871,581.8026
872,457.34863
873,753.25977
874,499.31247
875,402.92996
876,5361.2812
877,4766.6133
878,4696.017
879,6136.4746
880,907.18604
881,595.16846
882,5114.044
883,5184.1616
884,5769.635
885,4925.996
886,4494.457
887,5136.722
888,5436.424
889,5822.986
890,3580.0178
891,2730.308
892,4270.4155
893,4156.9033
894,3413.407
895,403.98453
896,403.98453
897,375.33475
898,646.5751
899,912.253
900,2671.0942
901,3883.4011
902,3883.9163
903,4994.9717
904,4994.9717
905,5034.444
906,4495.447
907,4705.631
908,5623.192
909,2980.8608
910,347.18265
911,5141.4277
912,3337.011
913,336.0241
914,805.5033
915,5588.005
916,4620.814
917,6512.522
918,6029.9824
919,4629.101
920,3411.0469
921,337.65244
922,791.8005
923,5189.1997
924,6132.27
925,5452.872
926,5668.392
927,3646.6577
928,2702.9822
929,1187.5817
930,3036.7075
931,4164.9204
932,4585.6333
933,2837.8643
934,579.87396
935,1101.3427
936,4076.209
937,4076.209
938,3183.5056
939,2578.024
940,358.31284
941,347.40378
942,4951.9434
943,4538.647
944,6381.8086
945,2117.4932
946,1702.3468
947,1121.627
948,370.3624
949,370.3624
950,370.3624
951,359.18436
952,359.18436
953,2873.7393
954,6125.01
955,4754.62
956,5285.3413
957,5898.33
958,2541.5237
959,559.0874
960,6694.3037
961,5993.3677
962,4626.2856
963,4915.642
964,3233.0872
965,2081.662
966,1121.4487
967,1195.4956
968,777.1271
969,5270.5137
970,6440.558
971,5138.863
972,5138.863
973,4677.8413
974,5309.193
975,5309.193
976,5304.42
977,6301.9087
978,6301.9087
979,4641.796
980,2770.325
981,2594.6301
982,1675.0851
983,1160.7562
984,695.7576
985,545.8278
986,384.83093
987,3200.8013
988,3200.8013
989,3698.373
990,4908.392
991,3287.6921
992,2911.3938
993,2911.3938
994,402.3644
995,569.0523
996,752.12897
997,1708.1757
998,541.83545
999,292.70044
1000,4921.381
1001,5127.8677
1002,5366.1494
1003,5366.1494
1004,6598.105
1005,4315.624
1006,3068.208
1007,597.0174
1008,2760.9304
1009,5003.085
1010,6357.081
1011,586.8388
1012,362.139
1013,835.37146
1014,5305.1436
1015,305.0891
1016,5559.5537
1017,1675.4738
1018,1641.517
1019,1641.517
1020,833.3272
1021,252.58601
1022,296.01526
1023,296.01526
1024,6309.923
1025,4460.768
1026,5984.0728
1027,4695.7446
1028,3619.558
1029,2832.6213
1030,1970.4441
1031,1970.4441
1032,1165.8896
1033,749.80005
1034,1186.8761
1035,3833.4573
1036,4838.393
1037,4564.527
1038,4237.564
1039,4279.725
1040,2622.0366
1041,327.52112
1042,5375.346
1043,5798.037
1044,2489.4075
1045,550.6323
1046,808.5094
1047,5983.5254
1048,4499.0874
1049,4690.127
1050,4598.1694
1051,3273.801
1052,3359.5015
1053,2526.074
1054,2526.074
1055,1305.4113
1056,6052.009
1057,6615.5645
1058,1195.1394
1059,365.2715
1060,5140.7534
1061,6849.127
1062,4771.779
1063,970.15393
1064,5526.6714
1065,5136.6445
1066,5655.895
1067,6142.308
1068,5126.4976
1069,3722.643
1070,403.046
1071,1470.7329
1072,4466.519
1073,4749.9067
1074,4237.193
1075,3002.5266
1076,1452.3547
1077,862.9764
1078,2658.9626
1079,4007.0762
1080,4868.858
1081,2661.175
1082,930.6938
1083,2694.962
1084,5440.406
1085,5939.2563
1086,2414.356
1087,1745.7825
1088,4663.0615
1089,2799.8184
1090,2360.1729
1091,1728.0065
1092,371.03558
1093,6657.0947
1094,6657.0947
1095,4960.427
1096,5130.984
1097,5130.984
1098,5427.9946
1099,3007.856
1100,1323.7266
1101,446.10477
1102,5903.0986
1103,3200.382
1104,2100.1682
1105,3103.6357
1106,602.8847
1107,945.2764
1108,3930.7212
1109,2523.5554
1110,1838.2211
1111,668.74725
1112,436.2341
1113,5020.93
1114,5944.267
1115,3191.0525
1116,1951.1128
1117,364.0187
1118,5832.493
1119,4601.3076
1120,2789.325
1121,2538.7354
1122,856.2333
1123,4782.4604
1124,2667.1143
1125,2880.1538
1126,5973.0786
1127,6775.7173
1128,3551.6057
1129,3243.7715
1130,2354.7217
1131,1691.2521
1132,449.68744
1133,5606.291
1134,3305.7546
1135,3277.3772
1136,1291.5193
1137,4504.152
1138,3169.7085
1139,1395.0957
1140,340.02902
1141,277.4494
1142,3858.934
1143,4219.173
1144,1501.9875
1145,2755.6545
1146,4553.134
1147,5540.944
1148,2920.578
1149,5991.258
1150,6657.0005
1151,3378.1453
1152,2708.3086
1153,311.8321
1154,360.0446
1155,5127.202
1156,6622.6357
1157,2888.455
1158,1534.94
1159,701.1033
1160,355.45737
1161,5715.496
1162,6489.6553
1163,4938.0356
1164,5109.3486
1165,3640.7402
1166,3246.4563
1167,817.7222
1168,5211.6533
1169,4787.305
1170,5493.691
1171,4742.109
1172,3796.195
1173,3256.2566
1174,1673.6788
1175,2053.6533
1176,4715.2075
1177,4814.668
1178,3127.419
1179,2236.575
1180,1518.5804
1181,535.7464
1182,837.9128
1183,1172.401
1184,1172.401
1185,2808.5444
1186,3520.7505
1187,4377.605
1188,3558.6145
1189,2500.2207
1190,662.2261
1191,2738.7742
1192,6255.652
1193,6255.652
1194,5971.518
1195,5971.518
1196,4870.789
1197,4870.789
1198,4252.423
1199,4475.9385
1200,5902.246
1201,4324.8604
1202,4324.8604
1203,4324.8604
1204,3099.6533
1205,683.64923
1206,844.6771
1207,5965.8086
1208,5152.5684
1209,4506.237
1210,4963.7314
1211,618.4865
1212,306.194
1213,6579.4424
1214,5830.905
1215,6260.8335
1216,4639.3105
1217,2671.8643
1218,2471.3237
1219,1143.4673
1220,6625.3174
1221,6111.7363
1222,2187.6567
1223,385.3143
1224,2638.8767
1225,4962.647
1226,5473.4688
1227,2967.2937
1228,784.91736
1229,377.04135
1230,3533.8225
1231,3817.953
1232,3769.9028
1233,2807.969
1234,2638.3682
1235,3826.749
1236,2119.0996
1237,161.13618
1238,1775.0343
1239,3626.7114
1240,3486.3513
1241,2227.214
1242,1661.6726
1243,348.24896
1244,4379.3774
1245,4851.4365
1246,5179.9487
1247,5748.2476
1248,1881.7767
1249,387.73196
1250,5356.683
1251,2835.8936
1252,2046.9518
1253,5193.416
1254,5482.808
1255,1500.0985
1256,1500.0985
1257,773.4727
1258,773.4727
1259,362.15826
1260,387.5326
1261,5923.156
1262,5614.1304
1263,5147.6953
1264,6163.177
1265,3646.264
1266,621.3552
1267,416.8619
1268,2133.884
1269,2969.0654
1270,3644.2305
1271,4459.2534
1272,4506.643
1273,4506.643
1274,315.73566
1275,6234.4673
1276,5696.811
1277,4304.8325
1278,2733.311
1279,385.4659
1280,312.30676
1281,357.45932
1282,857.0845
1283,6346.957
1284,5867.6787
1285,6303.168
1286,3364.893
1287,2907.6733
1288,2124.0906
1289,1299.851
1290,661.47675
1291,325.25946
1292,2943.4458
1293,5809.525
1294,4646.739
1295,4821.1494
1296,5903.574
1297,6690.715
1298,6402.9497
1299,2624.464
1300,2039.8392
1301,711.28595
1302,427.1131
1303,5766.24
1304,6410.3506
1305,5908.3755
1306,5216.815
1307,4977.191
1308,5157.5737
1309,5154.3774
1310,6663.3003
1311,3618.2559
1312,3215.779
1313,2397.8665
1314,789.9405
1315,856.89685
1316,6380.8457
1317,5829.013
1318,5381.362
1319,3365.9326
1320,2305.7483
1321,1614.9474
1322,3074.7966
1323,4129.0835
1324,3845.5176
1325,807.68146
1326,2542.2659
1327,3614.707
1328,3852.6882
1329,872.7927
1330,5601.43
1331,5650.472
1332,4910.4956
1333,4910.4956
1334,4530.2524
1335,4778.241
1336,6315.3325
1337,660.15375
1338,413.27866
1339,6491.484
1340,5896.2534
1341,5200.265
1342,4719.847
1343,5009.8643
1344,647.6909
1345,4766.579
1346,5048.9824
1347,6314.274
1348,2158.1504
1349,440.78653
1350,383.32507
1351,383.32507
1352,5193.231
1353,5193.231
1354,4701.1973
1355,4979.448
1356,2444.3672
1357,1553.1271
1358,5792.255
1359,6114.881
1360,1517.3204
1361,4485.3564
1362,3038.8735
1363,669.4915
1364,397.96838
1365,1241.4791
1366,3960.645
1367,4436.793
1368,4436.793
1369,4918.274
1370,5654.668
1371,5805.614
1372,2884.8503
1373,2512.225
1374,857.21106
1375,4580.0503
1376,317.66275
1377,4611.2495
1378,1660.1561
1379,2962.878
1380,1706.3434
1381,6219.9834
1382,709.15845
1383,1394.9755
1384,3483.5254
1385,698.62964
1386,1381.4075
1387,2247.1802
1388,4144.109
1389,1731.9305
1390,5773.449
1391,6193.569
1392,4466.168
1393,4852.239
1394,5299.0386
1395,3116.6335
1396,5604.2
1397,422.1021
1398,315.02557
1399,4665.8745
1400,5055.96
1401,5190.424
1402,5211.4116
1403,6296.078
1404,3779.2144
1405,3257.0698
1406,2366.1692
1407,5769.961
1408,397.72763
1409,4991.379
1410,3027.173
1411,1315.5903
1412,1381.5984
1413,1806.7689
1414,4647.068
1415,4554.4985
1416,4443.6973
1417,3943.961
1418,1557.8141
1419,431.10147
1420,593.9553
1421,937.7676
1422,2581.9043
1423,3315.159
1424,2998.799
1425,2225.5232
1426,2451.8914
1427,1436.223
1428,4647.8413
1429,5671.364
1430,4748.9067
1431,5345.516
1432,591.3736
1433,2840.1187
1434,2195.9324
1435,3226.5154
1436,3766.4175
1437,3945.1067
1438,670.5164
1439,1352.327
1440,3817.4844
1441,3668.4065
1442,3736.903
1443,2017.2328
1444,1102.379
1445,4225.936
1446,4272.6963
1447,3972.1873
1448,738.0136
1449,4681.4165
1450,4605.612
1451,5242.476
1452,5528.2573
1453,4300.831
1454,1910.3422
1455,2932.5593
1456,6154.771
1457,5015.5674
1458,3145.8145
1459,6018.2974
1460,5335.1104
1461,6492.684
1462,3053.0544
1463,3533.6553
1464,898.6193
1465,870.4308
1466,5512.9893
1467,823.58777
1468,657.5414
1469,4421.173
1470,4105.559
1471,2610.7449
1472,440.49078
1473,440.49078
1474,588.9755
1475,1331.4178
1476,2825.8677
1477,4278.122
1478,3727.5151
1479,393.5435
1480,3028.4988
1481,6125.2427
1482,3354.2217
1483,1246.0996
1484,290.00296
1485,5772.6753
1486,682.7535
1487,428.66928
1488,390.74463
1489,5790.5527
1490,4679.497
1491,4960.46
1492,4975.172
1493,5030.459
1494,5736.154
1495,6594.1743
1496,3057.5044
1497,825.03394
1498,493.51556
1499,404.32544
1500,5651.418
1501,3732.4163
1502,2490.9993
1503,871.96783
1504,490.96667
1505,920.3178
1506,4758.177
1507,5237.156
1508,4805.2383
1509,962.8474
1510,538.0424
1511,3281.0247
1512,2810.925
1513,1388.167
1514,1309.0132
1515,3104.0337
1516,3143.7354
1517,1553.7543
1518,458.97363
1519,5451.3115
1520,5595.7944
1521,4851.607
1522,4831.0967
1523,5823.168
1524,3293.2473
1525,2600.8252
1526,354.08646
1527,5678.0693
1528,5008.713
1529,4331.372
1530,4838.9556
1531,5067.8726
1532,3366.5122
1533,688.2024
1534,5755.1304
1535,4660.7666
1536,4871.588
1537,1301.8494
1538,6166.45
1539,3364.6255
1540,793.61914
1541,378.37244
1542,870.0733
1543,5392.1196
1544,4472.8906
1545,2701.5251
1546,4280.6533
1547,4269.886
1548,4043.6948
1549,3917.4917
1550,1475.8531
1551,886.8628
1552,1193.8452
1553,1834.4365
1554,4229.33
1555,4213.7188
1556,3827.116
1557,4714.204
1558,5105.9883
1559,2697.274
1560,2967.4573
1561,5649.448
1562,4647.5767
1563,6439.272
1564,4530.408
1565,3378.8867
1566,1308.8364
1567,5976.792
1568,4719.7373
1569,5026.8613
1570,5221.367
1571,5579.7554
1572,2073.112
1573,920.5785
1574,6302.688
1575,5857.9707
1576,5143.4224
1577,6588.788
1578,744.7633
1579,483.37985
1580,385.2687
1581,4994.369
1582,5193.342
1583,776.848
1584,621.4422
1585,900.7707
1586,3908.0505
1587,4319.825
1588,1295.8497
1589,643.3411
1590,2676.355
1591,3410.5571
1592,4336.824
1593,2946.3242
1594,4892.8604
1595,944.37805
1596,5884.843
1597,5729.85
1598,431.43954
1599,3063.0376
1600,2816.1604
1601,2995.1885
1602,6137.4307
1603,5677.559
1604,3629.544
1605,3118.3557
1606,485.06104
1607,4877.715
1608,4537.9688
1609,1795.4834
1610,4434.2275
1611,4426.5386
1612,4244.879
1613,4060.1892
1614,662.5789
1615,429.40024
1616,3520.1245
1617,3904.262
1618,2689.1445
1619,1952.3008
1620,694.87915
1621,354.5892
1622,4583.2866
1623,4794.342
1624,5089.974
1625,5621.715
1626,2878.9387
1627,1206.0417
1628,435.0624
1629,927.49634
1630,5118.3276
1631,4688.6567
1632,6422.167
1633,1377.2865
1634,393.6308
1635,2957.0745
1636,6295.101
1637,5137.585
1638,6230.402
1639,5105.858
1640,3584.6711
1641,5722.384
1642,5995.538
1643,3041.1555
1644,2687.033
1645,437.27048
1646,4568.036
1647,4616.8564
1648,4462.4634
1649,1651.8348
1650,943.7733
1651,1273.9541
1652,4423.7524
1653,2860.428
1654,5652.1104
1655,4380.2485
1656,4828.375
1657,5563.449
1658,4231.9077
1659,3209.0293
1660,2816.237
1661,1647.9615
1662,1113.4486
1663,643.48474
1664,381.3699
1665,4762.961
1666,4485.4336
1667,987.11316
1668,890.6965
1669,6047.199
1670,5252.569
1671,5736.508
1672,3610.1816
1673,511.13318
1674,358.6734
1675,5316.7856
1676,4734.3564
1677,5330.138
1678,5725.176
1679,3023.4612
1680,3798.8813
1681,2938.465
1682,412.42783
1683,3141.3596
1684,4159.8022
1685,4597.808
1686,1775.4626
1687,5423.6523
1688,5138.215
1689,4606.5513
1690,4369.311
1691,5056.2876
1692,4718.1753
1693,5779.156
1694,6629.9395
1695,637.9815
1696,5536.7314
1697,758.5793
1698,855.7623
1699,5455.7144
1700,6435.4316
1701,5864.522
1702,3123.4858
1703,1818.4629
1704,1335.7427
1705,701.54395
1706,3738.559
1707,3702.0881
1708,4134.0825
1709,2563.454
1710,1324.5808
1711,5267.57
1712,4693.2617
1713,5065.634
1714,6328.6543
1715,3165.7742
1716,1463.6359
1717,502.97464
1718,5741.2314
1719,3130.777
1720,1865.3755
1721,3142.9746
1722,4304.951
1723,1669.4829
1724,1025.8688
1725,2469.086
1726,5992.045
1727,4544.0415
1728,4763.965
1729,5091.1187
1730,3345.7358
1731,361.16074
1732,2911.6538
1733,5879.3276
1734,4904.153
1735,4628.695
1736,3345.1426
1737,3011.5242
1738,2098.609
1739,961.3244
1740,361.2463
1741,5670.9385
1742,4723.704
1743,4969.708
1744,4764.969
1745,3705.8127
1746,2035.9207
1747,703.2745
1748,828.62714
1749,4595.096
1750,3007.2134
1751,2879.1199
1752,1824.3097
1753,406.021
1754,1372.7285
1755,4094.0886
1756,2510.3706
1757,1741.3846
1758,4723.241
1759,5079.672
1760,3278.7178
1761,6438.3633
1762,6003.5537
1763,3355.5771
1764,954.2986
1765,335.4828
1766,885.337
1767,885.337
1768,889.8285
1769,6222.4204
